,TimeStamp,ID,Age,Gender,Language,StimulusL,StimulusR,Response,OrientationL,OrientationR,BlankSpaceL,BlankSpaceR,ComplexityL,ComplexityR,NoiseL,NoiseR,Reaction_time,reaction_time
0,2021_Oct_27_0724,001,18,other,danish,stimulus_o1_b1_c2_n2,stimulus_o1_b1_c2_n3,left,1,1,1,1,2,2,2,3,,1.9030925468541682
1,2021_Oct_27_0724,001,18,other,danish,stimulus_o1_b3_c3_n2,stimulus_o2_b3_c2_n1,right,1,2,3,3,3,2,2,1,,2.934357953025028
2,2021_Oct_27_0724,001,18,other,danish,stimulus_o1_b3_c3_n3,stimulus_o1_b1_c1_n2,left,1,1,3,1,3,1,3,2,,1.4258003591094166
3,2021_Oct_27_0724,001,18,other,danish,stimulus_o1_b2_c1_n2,stimulus_o2_b3_c3_n3,right,1,2,2,3,1,3,2,3,,1.333181126974523
4,2021_Oct_27_0724,001,18,other,danish,stimulus_o2_b2_c1_n3,stimulus_o2_b3_c3_n3,right,2,2,2,3,1,3,3,3,,1.3652543660718948
5,2021_Oct_27_0724,001,18,other,danish,stimulus_o1_b1_c3_n2,stimulus_o2_b3_c1_n1,left,1,2,1,3,3,1,2,1,,2.0273734349757433
6,2021_Oct_27_0724,001,18,other,danish,stimulus_o1_b3_c3_n2,stimulus_o2_b2_c2_n3,left,1,2,3,2,3,2,2,3,,2.922978786053136
7,2021_Oct_27_0724,001,18,other,danish,stimulus_o2_b2_c2_n1,stimulus_o1_b3_c2_n1,right,2,1,2,3,2,2,1,1,,1.554579155985266
8,2021_Oct_27_0724,001,18,other,danish,stimulus_o1_b3_c3_n1,stimulus_o1_b1_c2_n3,left,1,1,3,1,3,2,1,3,,2.5511822649277747
9,2021_Oct_27_0724,001,18,other,danish,stimulus_o1_b3_c2_n2,stimulus_o2_b2_c1_n1,left,1,2,3,2,2,1,2,1,,1.6874348330311477
10,2021_Oct_27_0724,001,18,other,danish,stimulus_o2_b1_c1_n2,stimulus_o2_b3_c1_n1,right,2,2,1,3,1,1,2,1,,2.804899286944419
11,2021_Oct_27_0724,001,18,other,danish,stimulus_o1_b3_c3_n2,stimulus_o1_b3_c3_n3,left,1,1,3,3,3,3,2,3,,6.192416511010379
12,2021_Oct_27_0724,001,18,other,danish,stimulus_o1_b2_c1_n2,stimulus_o2_b3_c1_n1,right,1,2,2,3,1,1,2,1,,1.6019021100364625
13,2021_Oct_27_0724,001,18,other,danish,stimulus_o1_b1_c2_n1,stimulus_o1_b1_c1_n3,left,1,1,1,1,2,1,1,3,,1.2166811900679022
14,2021_Oct_27_0724,001,18,other,danish,stimulus_o1_b2_c3_n3,stimulus_o2_b1_c2_n2,right,1,2,2,1,3,2,3,2,,1.450216521974653
15,2021_Oct_27_0724,001,18,other,danish,stimulus_o1_b2_c1_n1,stimulus_o2_b2_c3_n2,right,1,2,2,2,1,3,1,2,,1.0947018200531602
16,2021_Oct_27_0724,001,18,other,danish,stimulus_o1_b2_c3_n2,stimulus_o1_b2_c2_n2,left,1,1,2,2,3,2,2,2,,2.9741328940726817
