,TimeStamp,ID,Age,Gender,Language,StimulusL,StimulusR,Response,OrientationL,OrientationR,BlankSpaceL,BlankSpaceR,ComplexityL,ComplexityR,NoiseL,NoiseR,Reaction_time,reaction_time
0,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b2_c1_n1,stimulus_o2_b3_c2_n3,left,1,2,2,3,1,2,1,3,,2.735963499999343
1,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b1_c2_n1,stimulus_o2_b1_c2_n2,left,1,2,1,1,2,2,1,2,,4.520219300000463
2,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b3_c2_n2,stimulus_o2_b1_c3_n3,left,1,2,3,1,2,3,2,3,,1.8911317999991297
3,2021_Oct_29_1212,017,30,female,Danish,stimulus_o2_b1_c1_n3,stimulus_o2_b2_c1_n1,right,2,2,1,2,1,1,3,1,,3.913712500001566
4,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b2_c3_n1,stimulus_o2_b1_c2_n1,right,1,2,2,1,3,2,1,1,,3.7646672000009858
5,2021_Oct_29_1212,017,30,female,Danish,stimulus_o2_b1_c2_n3,stimulus_o2_b2_c2_n1,right,2,2,1,2,2,2,3,1,,4.909768500001519
6,2021_Oct_29_1212,017,30,female,Danish,stimulus_o2_b2_c1_n1,stimulus_o2_b2_c2_n1,left,2,2,2,2,1,2,1,1,,2.4798638000029314
7,2021_Oct_29_1212,017,30,female,Danish,stimulus_o2_b1_c3_n3,stimulus_o2_b3_c3_n1,right,2,2,1,3,3,3,3,1,,2.662002400000347
8,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b1_c3_n3,stimulus_o1_b2_c1_n1,right,1,1,1,2,3,1,3,1,,2.5721205999980157
9,2021_Oct_29_1212,017,30,female,Danish,stimulus_o2_b2_c1_n3,stimulus_o2_b3_c1_n1,right,2,2,2,3,1,1,3,1,,2.654443999999785
10,2021_Oct_29_1212,017,30,female,Danish,stimulus_o2_b1_c3_n3,stimulus_o2_b2_c2_n1,right,2,2,1,2,3,2,3,1,,1.4928988000028767
11,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b3_c1_n3,stimulus_o2_b3_c3_n3,right,1,2,3,3,1,3,3,3,,3.1307653000003484
12,2021_Oct_29_1212,017,30,female,Danish,stimulus_o2_b3_c1_n3,stimulus_o2_b3_c3_n3,right,2,2,3,3,1,3,3,3,,2.7107165999987046
13,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b1_c1_n3,stimulus_o1_b3_c3_n3,right,1,1,1,3,1,3,3,3,,4.963724499997625
14,2021_Oct_29_1212,017,30,female,Danish,stimulus_o2_b1_c1_n2,stimulus_o2_b1_c1_n3,left,2,2,1,1,1,1,2,3,,4.027819800001453
15,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b3_c1_n1,stimulus_o2_b1_c1_n3,left,1,2,3,1,1,1,1,3,,1.9389577000001736
16,2021_Oct_29_1212,017,30,female,Danish,stimulus_o2_b3_c2_n2,stimulus_o2_b3_c3_n2,left,2,2,3,3,2,3,2,2,,3.9906921000001603
17,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b2_c2_n3,stimulus_o1_b3_c3_n1,right,1,1,2,3,2,3,3,1,,2.222826699999132
18,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b2_c2_n1,stimulus_o2_b1_c3_n1,right,1,2,2,1,2,3,1,1,,4.22299589999966
19,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b2_c3_n1,stimulus_o2_b1_c3_n1,right,1,2,2,1,3,3,1,1,,3.1583878000019467
20,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b2_c2_n1,stimulus_o2_b2_c2_n3,left,1,2,2,2,2,2,1,3,,3.7293108999983815
21,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b2_c1_n2,stimulus_o2_b3_c2_n2,right,1,2,2,3,1,2,2,2,,2.6834859999980836
22,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b2_c1_n1,stimulus_o2_b3_c1_n3,left,1,2,2,3,1,1,1,3,,1.8409300000021176
23,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b1_c1_n3,stimulus_o2_b1_c2_n3,right,1,2,1,1,1,2,3,3,,2.6010747000000265
24,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b1_c3_n1,stimulus_o1_b3_c2_n1,right,1,1,1,3,3,2,1,1,,3.3770872999994026
25,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b3_c1_n3,stimulus_o2_b3_c3_n1,right,1,2,3,3,1,3,3,1,,2.315282900002785
26,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b2_c2_n3,stimulus_o2_b2_c2_n1,right,1,2,2,2,2,2,3,1,,1.7679416999999376
27,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b3_c1_n1,stimulus_o2_b2_c2_n1,right,1,2,3,2,1,2,1,1,,2.3380303000012645
28,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b3_c3_n1,stimulus_o2_b3_c1_n3,left,1,2,3,3,3,1,1,3,,2.694176500001049
29,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b3_c1_n2,stimulus_o2_b2_c2_n2,right,1,2,3,2,1,2,2,2,,1.595774999997957
30,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b1_c1_n2,stimulus_o2_b3_c2_n1,right,1,2,1,3,1,2,2,1,,3.0455899000007776
31,2021_Oct_29_1212,017,30,female,Danish,stimulus_o1_b1_c1_n1,stimulus_o1_b1_c2_n2,left,1,1,1,1,1,2,1,2,,1.8441721999988658
