,TimeStamp,ID,Age,Gender,Language,StimulusL,StimulusR,Response,OrientationL,OrientationR,BlankSpaceL,BlankSpaceR,ComplexityL,ComplexityR,NoiseL,NoiseR,Reaction_time,reaction_time
0,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o2_b1_c3_n2,stimulus_o2_b3_c3_n1,left,2,2,1,3,3,3,2,1,,1.6079835000000458
1,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o2_b2_c1_n3,stimulus_o2_b2_c3_n3,right,2,2,2,2,1,3,3,3,,1.865095699999074
2,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o1_b3_c2_n1,stimulus_o2_b1_c3_n2,left,1,2,3,1,2,3,1,2,,2.848082100001193
3,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o1_b1_c1_n2,stimulus_o1_b3_c1_n2,right,1,1,1,3,1,1,2,2,,2.2385118000001967
4,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o1_b2_c2_n2,stimulus_o2_b3_c2_n1,left,1,2,2,3,2,2,2,1,,1.6133561000006011
5,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o1_b1_c2_n2,stimulus_o2_b1_c1_n1,left,1,2,1,1,2,1,2,1,,1.7508907999999792
6,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o1_b3_c2_n2,stimulus_o2_b1_c1_n1,left,1,2,3,1,2,1,2,1,,1.4990376000005199
7,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o2_b2_c3_n3,stimulus_o2_b3_c1_n1,left,2,2,2,3,3,1,3,1,,2.016493900000569
8,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o1_b2_c2_n1,stimulus_o2_b2_c1_n3,left,1,2,2,2,2,1,1,3,,1.58539539999947
9,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o1_b1_c2_n2,stimulus_o1_b1_c3_n2,left,1,1,1,1,2,3,2,2,,1.3791722000005393
10,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o2_b1_c2_n3,stimulus_o2_b2_c1_n3,right,2,2,1,2,2,1,3,3,,2.2144276999988506
11,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o2_b1_c3_n2,stimulus_o2_b3_c3_n3,left,2,2,1,3,3,3,2,3,,1.9028007999986585
12,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o1_b3_c2_n3,stimulus_o2_b2_c2_n2,left,1,2,3,2,2,2,3,2,,2.596440100000109
13,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o1_b2_c1_n2,stimulus_o1_b3_c3_n2,left,1,1,2,3,1,3,2,2,,4.276865600000747
14,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o2_b3_c1_n3,stimulus_o2_b3_c3_n3,left,2,2,3,3,1,3,3,3,,1.1299573000014789
15,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o1_b1_c3_n3,stimulus_o2_b3_c1_n2,right,1,2,1,3,3,1,3,2,,1.029447799999616
16,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o1_b2_c3_n1,stimulus_o2_b2_c1_n1,right,1,2,2,2,3,1,1,1,,1.343661200000497
17,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o1_b2_c2_n1,stimulus_o2_b1_c3_n3,left,1,2,2,1,2,3,1,3,,2.516028099998948
18,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o2_b2_c2_n2,stimulus_o2_b2_c2_n3,left,2,2,2,2,2,2,2,3,,3.424296299999696
19,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o1_b1_c3_n3,stimulus_o2_b1_c1_n1,right,1,2,1,1,3,1,3,1,,1.0638758999994025
20,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o1_b2_c3_n3,stimulus_o2_b2_c1_n3,right,1,2,2,2,3,1,3,3,,1.1743819000002986
21,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o1_b2_c3_n1,stimulus_o2_b1_c3_n3,right,1,2,2,1,3,3,1,3,,1.8987073000007513
22,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o1_b3_c3_n3,stimulus_o2_b3_c2_n3,right,1,2,3,3,3,2,3,3,,2.9602818000003026
23,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o1_b2_c2_n1,stimulus_o2_b2_c1_n1,right,1,2,2,2,2,1,1,1,,1.1946986000002653
24,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o1_b2_c3_n1,stimulus_o1_b2_c3_n2,right,1,1,2,2,3,3,1,2,,4.052764100000786
25,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o2_b1_c2_n2,stimulus_o2_b2_c2_n3,right,2,2,1,2,2,2,2,3,,1.7145323000004282
26,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o1_b1_c3_n2,stimulus_o1_b2_c1_n1,right,1,1,1,2,3,1,2,1,,1.270458900000449
27,2021_Oct_29_0920,014,35,female,Portuguese,stimulus_o1_b3_c2_n2,stimulus_o2_b1_c3_n2,left,1,2,3,1,2,3,2,2,,4.789655300000959
