,TimeStamp,ID,Age,Gender,Language,StimulusL,StimulusR,Response,OrientationL,OrientationR,BlankSpaceL,BlankSpaceR,ComplexityL,ComplexityR,NoiseL,NoiseR,Reaction_time,reaction_time
0,2021_Oct_27_1343,007,25,male,Polish,stimulus_o1_b1_c2_n3,stimulus_o2_b3_c2_n3,right,1,2,1,3,2,2,3,3,,2.479901799997606
1,2021_Oct_27_1343,007,25,male,Polish,stimulus_o1_b1_c3_n3,stimulus_o2_b3_c1_n2,right,1,2,1,3,3,1,3,2,,2.3114572999984375
2,2021_Oct_27_1343,007,25,male,Polish,stimulus_o1_b2_c3_n1,stimulus_o1_b3_c1_n3,left,1,1,2,3,3,1,1,3,,2.1721259000005375
3,2021_Oct_27_1343,007,25,male,Polish,stimulus_o1_b3_c2_n1,stimulus_o1_b3_c2_n3,left,1,1,3,3,2,2,1,3,,2.038207000001421
4,2021_Oct_27_1343,007,25,male,Polish,stimulus_o1_b1_c2_n1,stimulus_o1_b3_c3_n3,left,1,1,1,3,2,3,1,3,,3.2231769999998505
5,2021_Oct_27_1343,007,25,male,Polish,stimulus_o1_b3_c1_n2,stimulus_o2_b1_c1_n1,right,1,2,3,1,1,1,2,1,,2.7821277999973972
6,2021_Oct_27_1343,007,25,male,Polish,stimulus_o2_b2_c2_n3,stimulus_o2_b3_c1_n2,right,2,2,2,3,2,1,3,2,,2.5200951999977406
7,2021_Oct_27_1343,007,25,male,Polish,stimulus_o2_b1_c1_n3,stimulus_o2_b3_c3_n2,right,2,2,1,3,1,3,3,2,,2.1164449000025343
8,2021_Oct_27_1343,007,25,male,Polish,stimulus_o1_b2_c2_n2,stimulus_o1_b3_c1_n2,left,1,1,2,3,2,1,2,2,,2.5369780999972136
9,2021_Oct_27_1343,007,25,male,Polish,stimulus_o1_b2_c1_n3,stimulus_o2_b3_c2_n3,left,1,2,2,3,1,2,3,3,,3.156615399999282
10,2021_Oct_27_1343,007,25,male,Polish,stimulus_o1_b1_c3_n2,stimulus_o1_b2_c1_n2,right,1,1,1,2,3,1,2,2,,3.8705594999992172
11,2021_Oct_27_1343,007,25,male,Polish,stimulus_o1_b3_c3_n1,stimulus_o2_b2_c3_n3,left,1,2,3,2,3,3,1,3,,1.7633897000014258
12,2021_Oct_27_1343,007,25,male,Polish,stimulus_o1_b2_c3_n1,stimulus_o2_b3_c2_n1,left,1,2,2,3,3,2,1,1,,2.3586322000010114
13,2021_Oct_27_1343,007,25,male,Polish,stimulus_o2_b1_c1_n2,stimulus_o2_b2_c2_n1,left,2,2,1,2,1,2,2,1,,2.449584199999663
14,2021_Oct_27_1343,007,25,male,Polish,stimulus_o2_b1_c1_n2,stimulus_o2_b2_c3_n1,left,2,2,1,2,1,3,2,1,,4.8408338999979605
15,2021_Oct_27_1343,007,25,male,Polish,stimulus_o1_b3_c1_n3,stimulus_o2_b1_c2_n3,left,1,2,3,1,1,2,3,3,,1.6063348999996379
16,2021_Oct_27_1343,007,25,male,Polish,stimulus_o1_b1_c3_n3,stimulus_o1_b3_c3_n3,right,1,1,1,3,3,3,3,3,,5.392319399998087
17,2021_Oct_27_1343,007,25,male,Polish,stimulus_o1_b1_c2_n1,stimulus_o2_b3_c3_n1,left,1,2,1,3,2,3,1,1,,1.5017668000000413
18,2021_Oct_27_1343,007,25,male,Polish,stimulus_o1_b3_c1_n2,stimulus_o2_b2_c1_n2,right,1,2,3,2,1,1,2,2,,4.7323901999989175
19,2021_Oct_27_1343,007,25,male,Polish,stimulus_o1_b2_c2_n1,stimulus_o2_b1_c2_n3,left,1,2,2,1,2,2,1,3,,1.2545503999972425
20,2021_Oct_27_1343,007,25,male,Polish,stimulus_o1_b1_c1_n1,stimulus_o2_b3_c1_n3,left,1,2,1,3,1,1,1,3,,2.2864201000011235
21,2021_Oct_27_1343,007,25,male,Polish,stimulus_o2_b2_c2_n2,stimulus_o2_b3_c1_n3,left,2,2,2,3,2,1,2,3,,2.4198897000023862
22,2021_Oct_27_1343,007,25,male,Polish,stimulus_o1_b3_c2_n2,stimulus_o2_b1_c3_n2,left,1,2,3,1,2,3,2,2,,1.5724933999990753
