,TimeStamp,ID,Age,Gender,Language,StimulusL,StimulusR,Response,OrientationL,OrientationR,BlankSpaceL,BlankSpaceR,ComplexityL,ComplexityR,NoiseL,NoiseR,Reaction_time,reaction_time
0,2021_Nov_02_1414,028,25,female,English,stimulus_o2_b2_c3_n3,stimulus_o2_b3_c1_n1,right,2,2,2,3,3,1,3,1,,1.9198204999993322
1,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b1_c3_n2,stimulus_o2_b3_c3_n1,left,1,2,1,3,3,3,2,1,,5.573306500002218
2,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b1_c3_n3,stimulus_o1_b2_c3_n2,right,1,1,1,2,3,3,3,2,,3.2608872999990126
3,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b1_c2_n1,stimulus_o2_b1_c1_n2,left,1,2,1,1,2,1,1,2,,3.1560910000007425
4,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b1_c3_n1,stimulus_o2_b2_c3_n1,right,1,2,1,2,3,3,1,1,,1.518723900000623
5,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b1_c3_n2,stimulus_o1_b2_c1_n2,right,1,1,1,2,3,1,2,2,,5.555565200000274
6,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b2_c3_n3,stimulus_o2_b2_c3_n1,right,1,2,2,2,3,3,3,1,,2.211720899998909
7,2021_Nov_02_1414,028,25,female,English,stimulus_o2_b3_c2_n1,stimulus_o2_b3_c3_n3,right,2,2,3,3,2,3,1,3,,4.82772660000046
8,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b1_c2_n3,stimulus_o1_b1_c3_n3,left,1,1,1,1,2,3,3,3,,2.289945799999259
9,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b3_c1_n3,stimulus_o2_b1_c3_n3,left,1,2,3,1,1,3,3,3,,6.544480399999884
10,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b1_c2_n3,stimulus_o1_b3_c1_n1,right,1,1,1,3,2,1,3,1,,1.1682703000005858
11,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b1_c2_n3,stimulus_o1_b3_c2_n3,right,1,1,1,3,2,2,3,3,,1.5159166000012192
12,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b3_c2_n2,stimulus_o2_b3_c1_n1,left,1,2,3,3,2,1,2,1,,4.457482300000265
13,2021_Nov_02_1414,028,25,female,English,stimulus_o2_b1_c2_n1,stimulus_o2_b3_c2_n3,right,2,2,1,3,2,2,1,3,,1.4617187999974703
14,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b2_c1_n1,stimulus_o1_b3_c3_n3,right,1,1,2,3,1,3,1,3,,6.6454900999997335
15,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b3_c2_n1,stimulus_o1_b3_c2_n2,right,1,1,3,3,2,2,1,2,,10.34573779999846
16,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b3_c2_n3,stimulus_o2_b3_c1_n3,right,1,2,3,3,2,1,3,3,,3.9027036000006774
17,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b3_c3_n1,stimulus_o2_b1_c1_n1,right,1,2,3,1,3,1,1,1,,2.130070999999589
18,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b3_c2_n3,stimulus_o2_b2_c1_n2,right,1,2,3,2,2,1,3,2,,2.478103400000691
19,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b3_c3_n3,stimulus_o2_b3_c3_n2,left,1,2,3,3,3,3,3,2,,1.4763246000002255
20,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b2_c3_n1,stimulus_o1_b2_c3_n3,left,1,1,2,2,3,3,1,3,,8.139166599998134
21,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b2_c2_n1,stimulus_o2_b1_c3_n1,left,1,2,2,1,2,3,1,1,,5.249801399997523
22,2021_Nov_02_1414,028,25,female,English,stimulus_o2_b1_c2_n1,stimulus_o2_b1_c2_n2,right,2,2,1,1,2,2,1,2,,2.863103100000444
23,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b3_c1_n1,stimulus_o2_b3_c2_n3,left,1,2,3,3,1,2,1,3,,1.6282087999970827
24,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b3_c3_n2,stimulus_o1_b3_c3_n3,left,1,1,3,3,3,3,2,3,,4.300987000002351
25,2021_Nov_02_1414,028,25,female,English,stimulus_o1_b1_c2_n2,stimulus_o2_b3_c2_n2,right,1,2,1,3,2,2,2,2,,2.704775400001381
