,TimeStamp,ID,Age,Gender,Language,StimulusL,StimulusR,Response,OrientationL,OrientationR,BlankSpaceL,BlankSpaceR,ComplexityL,ComplexityR,NoiseL,NoiseR,Reaction_time,reaction_time
0,2021_Oct_29_0818,013,24,female,Danish,stimulus_o2_b1_c1_n3,stimulus_o2_b3_c1_n3,left,2,2,1,3,1,1,3,3,,1.6319530999999188
1,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b3_c3_n3,stimulus_o2_b3_c2_n2,left,1,2,3,3,3,2,3,2,,2.4321876999993037
2,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b3_c1_n3,stimulus_o2_b2_c1_n3,right,1,2,3,2,1,1,3,3,,2.0401357999999163
3,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b1_c3_n2,stimulus_o2_b2_c1_n2,right,1,2,1,2,3,1,2,2,,1.7676080000001093
4,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b3_c3_n2,stimulus_o2_b2_c1_n2,left,1,2,3,2,3,1,2,2,,1.427170599999954
5,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b3_c3_n3,stimulus_o2_b1_c1_n3,right,1,2,3,1,3,1,3,3,,3.066948200000297
6,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b3_c2_n3,stimulus_o2_b2_c2_n3,left,1,2,3,2,2,2,3,3,,1.3283615000000282
7,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b3_c1_n1,stimulus_o2_b1_c3_n3,right,1,2,3,1,1,3,1,3,,1.7011962999995376
8,2021_Oct_29_0818,013,24,female,Danish,stimulus_o2_b1_c1_n1,stimulus_o2_b1_c3_n1,left,2,2,1,1,1,3,1,1,,1.307230200000049
9,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b1_c1_n2,stimulus_o1_b3_c3_n3,left,1,1,1,3,1,3,2,3,,1.2172625000002881
10,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b3_c3_n1,stimulus_o2_b3_c2_n2,right,1,2,3,3,3,2,1,2,,1.2028267000005144
11,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b1_c3_n3,stimulus_o2_b2_c2_n3,right,1,2,1,2,3,2,3,3,,1.2449421000001166
12,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b1_c2_n1,stimulus_o2_b2_c2_n3,left,1,2,1,2,2,2,1,3,,1.8365806000001612
13,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b3_c3_n1,stimulus_o1_b3_c3_n3,left,1,1,3,3,3,3,1,3,,3.8283649000004516
14,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b1_c1_n2,stimulus_o1_b1_c3_n2,left,1,1,1,1,1,3,2,2,,1.6676952000007077
15,2021_Oct_29_0818,013,24,female,Danish,stimulus_o2_b1_c2_n3,stimulus_o2_b2_c3_n2,right,2,2,1,2,2,3,3,2,,1.5459940999999162
16,2021_Oct_29_0818,013,24,female,Danish,stimulus_o2_b1_c2_n2,stimulus_o2_b2_c3_n2,left,2,2,1,2,2,3,2,2,,1.1101043999997273
17,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b1_c1_n3,stimulus_o2_b3_c1_n3,right,1,2,1,3,1,1,3,3,,2.1716510000005655
18,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b2_c3_n2,stimulus_o2_b1_c3_n3,right,1,2,2,1,3,3,2,3,,1.7663794999998572
19,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b1_c1_n1,stimulus_o2_b3_c1_n2,left,1,2,1,3,1,1,1,2,,1.1691802000004827
20,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b2_c1_n1,stimulus_o2_b2_c2_n2,left,1,2,2,2,1,2,1,2,,1.2048807999999553
21,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b1_c1_n1,stimulus_o1_b2_c3_n3,right,1,1,1,2,1,3,1,3,,1.9586088000005475
22,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b2_c3_n2,stimulus_o2_b3_c2_n1,right,1,2,2,3,3,2,2,1,,1.6813957999993363
23,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b2_c2_n2,stimulus_o1_b3_c3_n1,left,1,1,2,3,2,3,2,1,,2.1443262000002505
24,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b2_c1_n3,stimulus_o1_b3_c1_n3,right,1,1,2,3,1,1,3,3,,1.3395951000002242
25,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b1_c2_n3,stimulus_o2_b2_c2_n1,right,1,2,1,2,2,2,3,1,,1.7767814999997427
26,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b3_c2_n1,stimulus_o1_b3_c3_n1,left,1,1,3,3,2,3,1,1,,0.9867950999996538
27,2021_Oct_29_0818,013,24,female,Danish,stimulus_o2_b2_c1_n2,stimulus_o2_b3_c2_n3,left,2,2,2,3,1,2,2,3,,0.9898601999993843
28,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b1_c3_n1,stimulus_o1_b3_c3_n2,right,1,1,1,3,3,3,1,2,,1.2650373999995281
29,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b3_c1_n3,stimulus_o1_b3_c3_n3,left,1,1,3,3,1,3,3,3,,0.9443537999995897
30,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b1_c1_n3,stimulus_o2_b3_c2_n2,right,1,2,1,3,1,2,3,2,,1.051673999999366
31,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b3_c2_n3,stimulus_o2_b3_c3_n3,left,1,2,3,3,2,3,3,3,,1.0200574000000415
32,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b2_c3_n3,stimulus_o2_b2_c2_n2,right,1,2,2,2,3,2,3,2,,0.8455638999994335
33,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b3_c1_n2,stimulus_o2_b3_c1_n2,left,1,2,3,3,1,1,2,2,,0.782295900000463
34,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b2_c2_n3,stimulus_o2_b1_c3_n1,right,1,2,2,1,2,3,3,1,,1.1135421999997561
35,2021_Oct_29_0818,013,24,female,Danish,stimulus_o2_b1_c2_n3,stimulus_o2_b1_c3_n2,left,2,2,1,1,2,3,3,2,,0.7510703999996622
36,2021_Oct_29_0818,013,24,female,Danish,stimulus_o2_b2_c2_n3,stimulus_o2_b2_c3_n3,left,2,2,2,2,2,3,3,3,,0.890843500000301
37,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b3_c1_n3,stimulus_o2_b2_c1_n1,left,1,2,3,2,1,1,3,1,,0.7702948000005563
38,2021_Oct_29_0818,013,24,female,Danish,stimulus_o1_b1_c3_n3,stimulus_o1_b3_c2_n1,right,1,1,1,3,3,2,3,1,,0.8783183999994435
