,TimeStamp,ID,Age,Gender,Language,StimulusL,StimulusR,Response,OrientationL,OrientationR,BlankSpaceL,BlankSpaceR,ComplexityL,ComplexityR,NoiseL,NoiseR,Reaction_time,reaction_time
0,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b3_c2_n1,stimulus_o2_b2_c2_n1,left,1,2,3,2,2,2,1,1,,1.9038513000004968
1,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b1_c3_n2,stimulus_o1_b2_c3_n1,right,1,1,1,2,3,3,2,1,,8.739786199999799
2,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b1_c1_n2,stimulus_o1_b2_c3_n2,right,1,1,1,2,1,3,2,2,,6.266706899999917
3,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b3_c1_n3,stimulus_o2_b2_c1_n3,right,1,2,3,2,1,1,3,3,,4.532852399999683
4,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b3_c1_n1,stimulus_o1_b3_c3_n3,left,1,1,3,3,1,3,1,3,,5.783503599999676
5,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b1_c1_n3,stimulus_o2_b2_c3_n3,right,1,2,1,2,1,3,3,3,,4.6458144999996875
6,2021_Nov_01_0823,020,25,male,dansk,stimulus_o2_b1_c2_n2,stimulus_o2_b2_c3_n1,right,2,2,1,2,2,3,2,1,,4.794655799999418
7,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b1_c2_n2,stimulus_o2_b3_c1_n1,right,1,2,1,3,2,1,2,1,,1.7309493000002476
8,2021_Nov_01_0823,020,25,male,dansk,stimulus_o2_b1_c3_n3,stimulus_o2_b2_c2_n3,right,2,2,1,2,3,2,3,3,,7.3260483999993085
9,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b2_c3_n2,stimulus_o1_b3_c2_n2,right,1,1,2,3,3,2,2,2,,6.7193514000000505
10,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b2_c3_n2,stimulus_o2_b2_c2_n3,left,1,2,2,2,3,2,2,3,,2.879060400000526
11,2021_Nov_01_0823,020,25,male,dansk,stimulus_o2_b2_c3_n3,stimulus_o2_b3_c1_n3,left,2,2,2,3,3,1,3,3,,6.58131240000057
12,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b3_c1_n3,stimulus_o2_b2_c3_n1,right,1,2,3,2,1,3,3,1,,2.411327799999526
13,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b2_c1_n1,stimulus_o2_b1_c2_n2,right,1,2,2,1,1,2,1,2,,16.2360877000001
14,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b2_c2_n2,stimulus_o2_b2_c2_n2,left,1,2,2,2,2,2,2,2,,1.161041700000169
15,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b2_c2_n3,stimulus_o1_b2_c3_n3,right,1,1,2,2,2,3,3,3,,10.908318400000098
16,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b3_c2_n1,stimulus_o2_b3_c3_n3,left,1,2,3,3,2,3,1,3,,3.842287400000714
17,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b2_c1_n2,stimulus_o2_b1_c3_n1,right,1,2,2,1,1,3,2,1,,10.016433199999483
18,2021_Nov_01_0823,020,25,male,dansk,stimulus_o2_b1_c1_n1,stimulus_o2_b1_c3_n3,right,2,2,1,1,1,3,1,3,,1.7386466999996628
19,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b3_c3_n2,stimulus_o2_b1_c1_n2,left,1,2,3,1,3,1,2,2,,1.3983646000006047
20,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b1_c3_n1,stimulus_o2_b2_c2_n2,left,1,2,1,2,3,2,1,2,,4.0090397999993
21,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b2_c3_n1,stimulus_o2_b3_c1_n2,left,1,2,2,3,3,1,1,2,,7.969139499999983
22,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b1_c2_n2,stimulus_o2_b3_c3_n2,left,1,2,1,3,2,3,2,2,,5.6225814999997965
23,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b3_c1_n3,stimulus_o2_b1_c2_n2,right,1,2,3,1,1,2,3,2,,2.0600294000005306
24,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b2_c1_n2,stimulus_o1_b3_c1_n3,left,1,1,2,3,1,1,2,3,,5.635476200000085
25,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b1_c1_n2,stimulus_o1_b2_c2_n3,left,1,1,1,2,1,2,2,3,,3.936013599999569
26,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b3_c1_n1,stimulus_o2_b2_c3_n3,right,1,2,3,2,1,3,1,3,,7.945958299999802
27,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b1_c1_n2,stimulus_o1_b1_c3_n2,right,1,1,1,1,1,3,2,2,,2.3135535000001255
28,2021_Nov_01_0823,020,25,male,dansk,stimulus_o1_b3_c1_n1,stimulus_o1_b3_c2_n2,right,1,1,3,3,1,2,1,2,,1.7664092999993954
