,TimeStamp,ID,Age,Gender,Language,Stimulus,Orientation,BlankSpace,Complexity,Noise,Reaction_time,Response,Correct_response,Correctness
0,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b3_c1_n2,2,3,1,2,2.241798765654676,right,right,1
1,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b2_c3_n1,1,2,3,1,1.6046319237117133,left,left,1
2,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b1_c2_n2,2,1,2,2,2.516022312261339,right,right,1
3,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b1_c2_n3,1,1,2,3,2.4392750696213623,left,left,1
4,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b3_c2_n3,2,3,2,3,2.0514279519673435,left,left,1
5,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b1_c3_n3,2,1,3,3,2.8919414405812858,right,right,1
6,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b3_c2_n3,2,3,2,3,3.427160930966056,left,left,1
7,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b1_c1_n2,2,1,1,2,3.0275195666872605,right,right,1
8,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b1_c3_n1,1,1,3,1,2.0981836970539005,right,right,1
9,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b1_c1_n1,2,1,1,1,2.086621527699026,left,left,1
10,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b2_c2_n1,1,2,2,1,1.5690666266396875,right,right,1
11,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b3_c3_n3,1,3,3,3,1.2164515718301119,left,left,1
12,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b2_c3_n2,2,2,3,2,1.7982801714082597,right,right,1
13,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b1_c1_n2,1,1,1,2,1.3574686642728921,left,left,1
14,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b3_c3_n3,2,3,3,3,1.3043279396864818,left,left,1
15,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b2_c1_n3,2,2,1,3,1.5986227066889114,left,left,1
16,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b1_c1_n3,1,1,1,3,2.0629030763062475,right,right,1
17,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b2_c1_n3,1,2,1,3,3.0511051734043577,right,right,1
18,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b1_c3_n3,1,1,3,3,1.3803904324893665,left,left,1
19,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b1_c1_n1,2,1,1,1,1.5866719458157603,left,left,1
20,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b1_c3_n1,2,1,3,1,2.133735716071533,left,left,1
21,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b3_c1_n3,1,3,1,3,1.4630843505961821,right,right,1
22,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b2_c3_n3,2,2,3,3,1.3689502672787057,right,right,1
23,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b3_c2_n2,1,3,2,2,1.3808593337787898,left,left,1
24,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b3_c1_n1,1,3,1,1,1.6814335935392593,right,right,1
25,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b2_c1_n2,2,2,1,2,1.7037682088150177,left,left,1
26,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b2_c3_n3,1,2,3,3,1.6749677590247303,right,right,1
27,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b3_c3_n1,1,3,3,1,1.4510806699443493,right,right,1
28,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b2_c2_n3,1,2,2,3,1.1690323731098033,left,left,1
29,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b3_c1_n1,2,3,1,1,1.3219203656786704,left,left,1
30,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b1_c2_n3,2,1,2,3,1.5455047536415805,left,left,1
31,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b1_c1_n2,1,1,1,2,1.5218911796189787,right,right,1
32,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b3_c2_n3,1,3,2,3,1.3102197710220935,right,right,1
33,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b2_c3_n2,2,2,3,2,1.616223214976344,right,right,1
34,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b3_c2_n1,2,3,2,1,1.3511836229656182,left,left,1
35,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b3_c1_n3,2,3,1,3,1.4104112443914345,left,left,1
36,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b2_c3_n1,2,2,3,1,1.3865824632841395,left,left,1
37,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b3_c3_n1,2,3,3,1,1.1452837734810601,left,left,1
38,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b1_c2_n2,2,1,2,2,2.80992175249703,right,right,1
39,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b3_c2_n3,1,3,2,3,2.2215713517347466,right,right,1
40,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b2_c2_n1,2,2,2,1,2.862803907854686,right,right,1
41,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b1_c1_n3,2,1,1,3,2.097949118114775,left,left,1
42,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b2_c1_n2,2,2,1,2,1.4631407983557438,right,right,1
43,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b1_c2_n2,1,1,2,2,1.3336976779792167,left,left,1
44,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b3_c3_n2,1,3,3,2,1.656904186659085,right,right,1
45,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b1_c2_n1,2,1,2,1,2.1571151601681775,right,right,1
46,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b2_c2_n1,1,2,2,1,1.8983228279575997,left,left,1
47,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b2_c3_n2,1,2,3,2,0.8158701598847984,left,left,1
48,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b3_c3_n3,2,3,3,3,1.605394513727515,left,left,1
49,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b1_c3_n2,2,1,3,2,1.551155719810049,left,left,1
50,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b3_c2_n1,1,3,2,1,1.8452445807735784,left,left,1
51,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b3_c1_n2,1,3,1,2,1.5512089603129424,left,left,1
52,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b1_c3_n3,2,1,3,3,2.5569172081319267,right,right,1
53,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b3_c1_n1,2,3,1,1,1.56260582752584,right,right,1
54,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b3_c2_n2,2,3,2,2,2.1685819456302853,right,right,1
55,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b3_c2_n1,2,3,2,1,2.027533422047418,right,right,1
56,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b1_c3_n2,1,1,3,2,2.0154271091021654,right,right,1
57,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b3_c1_n2,1,3,1,2,1.7039648138008487,left,left,1
58,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b3_c1_n3,2,3,1,3,1.4980909431156761,right,right,1
59,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b1_c3_n3,1,1,3,3,1.139436523050972,left,left,1
60,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b3_c1_n2,2,3,1,2,1.7922680678530014,right,right,1
61,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b1_c2_n1,1,1,2,1,1.233559445105493,right,right,1
62,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b2_c2_n3,2,2,2,3,1.392232788004185,left,left,1
63,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b2_c1_n1,2,2,1,1,1.192428174232191,left,left,1
64,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b2_c3_n3,1,2,3,3,1.6215114401333266,right,right,1
65,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b2_c2_n2,2,2,2,2,2.7919289322679104,left,left,1
66,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b3_c3_n2,2,3,3,2,2.0273023069465124,right,right,1
67,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b3_c2_n1,1,3,2,1,1.6039311375803664,right,right,1
68,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b3_c2_n2,1,3,2,2,2.515464569888718,left,left,1
69,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b2_c1_n2,1,2,1,2,1.6391038661291533,right,right,1
70,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b3_c3_n3,1,3,3,3,2.2568903313025657,right,right,1
71,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b2_c2_n3,1,2,2,3,1.809776142930059,left,left,1
72,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b3_c3_n2,2,3,3,2,2.087738199128944,left,left,1
73,2021_Oct_27_1202,006,34,male,danish,stimulus_o2_b1_c3_n2,2,1,3,2,1.7096895469345328,left,left,1
74,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b1_c2_n3,1,1,2,3,2.5506931047450054,right,right,1
75,2021_Oct_27_1202,006,34,male,danish,stimulus_o1_b2_c2_n2,1,2,2,2,1.886126968334429,left,left,1
