,TimeStamp,ID,Age,Gender,Language,Stimulus,Orientation,BlankSpace,Complexity,Noise,Reaction_time,Response,Correct_response,Correctness
0,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b1_c2_n1,1,1,2,1,1.1934643155761933,left,left,1
1,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b1_c1_n2,1,1,1,2,1.2459405906933625,left,left,1
2,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b3_c2_n2,1,3,2,2,1.410493343498183,left,left,1
3,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b1_c3_n2,2,1,3,2,4.627282147861638,left,left,1
4,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b1_c3_n3,1,1,3,3,3.203832736409254,left,left,1
5,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b2_c1_n1,1,2,1,1,1.8866726599611412,right,right,1
6,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b3_c3_n1,1,3,3,1,1.951597775318146,right,right,1
7,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b2_c1_n1,1,2,1,1,1.5513214380441922,left,left,1
8,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b1_c2_n1,2,1,2,1,2.7511515175617887,right,right,1
9,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b2_c2_n1,1,2,2,1,1.8042685385074038,left,left,1
10,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b2_c2_n1,1,2,2,1,1.2988907059782377,left,left,1
11,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b2_c1_n1,2,2,1,1,4.19755937354571,right,right,1
12,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b1_c2_n3,1,1,2,3,1.5923977742918851,left,left,1
13,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b1_c1_n3,2,1,1,3,3.04510150808444,right,right,1
14,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b2_c1_n2,1,2,1,2,1.6280352118345036,right,right,1
15,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b3_c3_n2,1,3,3,2,1.3395690216166485,left,left,1
16,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b1_c3_n3,2,1,3,3,1.345414600524964,left,left,1
17,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b1_c1_n3,1,1,1,3,1.721943957030362,right,right,1
18,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b1_c2_n2,2,1,2,2,2.062927154531144,left,left,1
19,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b3_c2_n1,1,3,2,1,1.4985961514839574,right,right,1
20,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b3_c2_n1,2,3,2,1,1.5981853018461833,right,right,1
21,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b2_c1_n3,1,2,1,3,1.174920371823714,left,left,1
22,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b3_c1_n1,2,3,1,1,1.8452072834242699,right,right,1
23,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b2_c2_n1,2,2,2,1,1.6512710841074068,right,right,1
24,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b3_c2_n1,1,3,2,1,1.4530549284476364,left,left,1
25,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b1_c1_n2,2,1,1,2,1.9101442656326981,left,left,1
26,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b3_c2_n2,2,3,2,2,1.4159373738146315,left,left,1
27,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b1_c3_n2,1,1,3,2,2.2159911274438855,right,right,1
28,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b1_c3_n1,1,1,3,1,1.8805611994370792,right,right,1
29,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b1_c2_n2,1,1,2,2,1.6161179423904741,right,right,1
30,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b1_c3_n1,1,1,3,1,1.2748466049097715,left,left,1
31,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b1_c1_n3,1,1,1,3,1.3043337741172762,left,left,1
32,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b1_c2_n1,1,1,2,1,0.9809219517185284,left,left,1
33,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b3_c1_n3,2,3,1,3,2.198153421710413,left,left,1
34,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b2_c1_n2,2,2,1,2,2.897913069861306,left,left,1
35,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b3_c3_n1,2,3,3,1,1.3157920850669143,left,left,1
36,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b3_c2_n3,1,3,2,3,1.6692013512815265,left,left,1
37,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b2_c3_n2,2,2,3,2,1.9747614843057817,right,right,1
38,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b1_c1_n1,2,1,1,1,3.391772615732907,right,right,1
39,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b2_c3_n3,1,2,3,3,1.4512043731593167,right,right,1
40,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b2_c3_n2,1,2,3,2,1.4862558448251548,left,left,1
41,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b3_c3_n3,1,3,3,3,1.345520440010023,right,right,1
42,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b1_c2_n3,2,1,2,3,2.656752062025771,right,right,1
43,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b3_c3_n1,2,3,3,1,1.6394101340987164,right,right,1
44,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b2_c1_n3,1,2,1,3,1.3573254554545202,left,left,1
45,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b3_c3_n3,1,3,3,3,1.2747574431617068,left,left,1
46,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b2_c3_n1,1,2,3,1,1.4747436519560324,right,right,1
47,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b3_c1_n2,2,3,1,2,1.4219234305848658,left,left,1
48,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b2_c2_n2,1,2,2,2,1.6702664493000612,left,left,1
49,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b1_c3_n3,1,1,3,3,1.1747475006645345,left,left,1
50,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b1_c1_n1,1,1,1,1,1.22776496834922,right,right,1
51,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b1_c1_n3,2,1,1,3,2.9273322452180763,right,right,1
52,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b1_c3_n3,2,1,3,3,1.4864601471040715,left,left,1
53,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b2_c1_n1,2,2,1,1,1.0864484085429922,left,left,1
54,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b3_c1_n2,2,3,1,2,3.0980509819178224,left,left,1
55,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b1_c2_n1,2,1,2,1,1.8981227603323987,right,right,1
56,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b1_c1_n1,1,1,1,1,1.3451317204463067,right,right,1
57,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b3_c3_n2,1,3,3,2,2.092093598026122,left,left,1
58,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b1_c1_n2,1,1,1,2,1.545279895725571,right,right,1
59,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o1_b3_c3_n1,1,3,3,1,1.3216703779974979,left,left,1
60,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b2_c1_n3,2,2,1,3,1.9744741140674704,right,right,1
61,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b2_c3_n1,2,2,3,1,1.4748004204072913,right,right,1
62,2021_Nov_01_0701,019,21,female,Dansk,stimulus_o2_b1_c2_n2,2,1,2,2,2.0618792794833096,right,right,1
