,TimeStamp,ID,Age,Gender,Language,Stimulus,Orientation,BlankSpace,Complexity,Noise,Reaction_time,Response,Correct_response,Correctness
0,2021_Nov_11_0810,038,24,male,Danish,stimulus_o2_b3_c2_n3,2,3,2,3,1.760437116232606,left,left,1
1,2021_Nov_11_0810,038,24,male,Danish,stimulus_o1_b1_c3_n1,1,1,3,1,1.2407590280097793,left,left,1
2,2021_Nov_11_0810,038,24,male,Danish,stimulus_o2_b1_c2_n1,2,1,2,1,1.5634281984715925,left,left,1
3,2021_Nov_11_0810,038,24,male,Danish,stimulus_o2_b3_c1_n3,2,3,1,3,1.9224932527458805,left,left,1
4,2021_Nov_11_0810,038,24,male,Danish,stimulus_o1_b3_c3_n1,1,3,3,1,1.5919199726740771,left,left,1
5,2021_Nov_11_0810,038,24,male,Danish,stimulus_o1_b1_c3_n3,1,1,3,3,1.463898702185361,left,left,1
6,2021_Nov_11_0810,038,24,male,Danish,stimulus_o1_b3_c1_n1,1,3,1,1,1.4459453131643385,right,right,1
7,2021_Nov_11_0810,038,24,male,Danish,stimulus_o2_b2_c3_n1,2,2,3,1,1.4749977148339894,right,right,1
8,2021_Nov_11_0810,038,24,male,Danish,stimulus_o2_b2_c2_n3,2,2,2,3,1.316412786026558,left,left,1
9,2021_Nov_11_0810,038,24,male,Danish,stimulus_o2_b1_c1_n2,2,1,1,2,1.2341990772740246,right,right,1
10,2021_Nov_11_0810,038,24,male,Danish,stimulus_o2_b2_c2_n2,2,2,2,2,1.833881559429028,right,right,1
11,2021_Nov_11_0810,038,24,male,Danish,stimulus_o1_b3_c1_n2,1,3,1,2,1.669200769098279,right,right,1
12,2021_Nov_11_0810,038,24,male,Danish,stimulus_o1_b2_c1_n1,1,2,1,1,1.9042441551859155,left,left,1
13,2021_Nov_11_0810,038,24,male,Danish,stimulus_o2_b3_c3_n2,2,3,3,2,1.6280185443254596,right,right,1
14,2021_Nov_11_0810,038,24,male,Danish,stimulus_o2_b2_c3_n2,2,2,3,2,2.145516182985921,left,left,1
15,2021_Nov_11_0810,038,24,male,Danish,stimulus_o2_b3_c3_n2,2,3,3,2,2.89841674056679,left,left,1
16,2021_Nov_11_0810,038,24,male,Danish,stimulus_o1_b3_c3_n3,1,3,3,3,0.9103897290997338,left,left,1
17,2021_Nov_11_0810,038,24,male,Danish,stimulus_o2_b3_c3_n1,2,3,3,1,0.8635484703816474,right,right,1
18,2021_Nov_11_0810,038,24,male,Danish,stimulus_o1_b3_c2_n3,1,3,2,3,1.5279300241983946,right,right,1
19,2021_Nov_11_0810,038,24,male,Danish,stimulus_o2_b2_c2_n2,2,2,2,2,2.2747716036416024,right,right,1
20,2021_Nov_11_0810,038,24,male,Danish,stimulus_o2_b3_c3_n3,2,3,3,3,1.9508031758199649,left,left,1
21,2021_Nov_11_0810,038,24,male,Danish,stimulus_o1_b1_c1_n2,1,1,1,2,1.6280201479510652,right,right,1
22,2021_Nov_11_0810,038,24,male,Danish,stimulus_o1_b3_c2_n2,1,3,2,2,2.157270116278596,left,left,1
23,2021_Nov_11_0810,038,24,male,Danish,stimulus_o1_b3_c3_n2,1,3,3,2,1.7809264785828418,left,left,1
24,2021_Nov_11_0810,038,24,male,Danish,stimulus_o2_b3_c3_n3,2,3,3,3,1.540055196789217,right,right,1
