,TimeStamp,ID,Age,Gender,Language,Stimulus,Orientation,BlankSpace,Complexity,Noise,Reaction_time,Response,Correct_response,Correctness
0,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o1_b3_c3_n2,1,3,3,2,5.6168227854021096,left,left,1
1,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o1_b3_c3_n3,1,3,3,3,4.240238030023102,left,left,1
2,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o2_b2_c2_n1,2,2,2,1,4.309604461427443,right,right,1
3,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o2_b2_c3_n3,2,2,3,3,2.262961981778062,left,left,1
4,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o1_b1_c2_n2,1,1,2,2,1.9809346982590796,left,left,1
5,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o2_b2_c3_n1,2,2,3,1,1.93362055417565,right,right,1
6,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o2_b3_c3_n3,2,3,3,3,1.9454482883800666,right,right,1
7,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o1_b2_c2_n2,1,2,2,2,1.4984360116319295,left,left,1
8,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o1_b3_c2_n3,1,3,2,3,1.5986974033377919,left,left,1
9,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o1_b1_c3_n2,1,1,3,2,3.080393633459971,left,left,1
10,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o2_b3_c2_n1,2,3,2,1,3.709533452686446,left,left,1
11,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o2_b2_c1_n2,2,2,1,2,2.404045702174335,right,right,1
12,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o2_b2_c2_n3,2,2,2,3,2.5570409945590655,right,right,1
13,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o2_b2_c3_n1,2,2,3,1,2.227444653913699,left,left,1
14,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o1_b1_c1_n1,1,1,1,1,2.4984530101097335,right,right,1
15,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o2_b3_c2_n3,2,3,2,3,2.668646529775651,left,left,1
16,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o1_b1_c2_n1,1,1,2,1,6.602728801132616,right,right,1
17,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o2_b2_c1_n3,2,2,1,3,3.2155451412243563,right,right,1
18,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o2_b3_c3_n2,2,3,3,2,2.4451546316369788,left,left,1
19,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o1_b3_c1_n3,1,3,1,3,4.662225658979514,left,left,1
20,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o2_b1_c3_n1,2,1,3,1,7.025662764286244,left,left,1
21,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o1_b2_c3_n1,1,2,3,1,5.209874192011921,left,left,1
22,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o1_b2_c2_n2,1,2,2,2,2.9391769400564955,left,left,1
23,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o2_b3_c1_n3,2,3,1,3,3.309377002533074,left,left,1
24,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o2_b2_c2_n3,2,2,2,3,6.415544563920048,right,right,1
25,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o1_b2_c2_n3,1,2,2,3,3.0687281866215925,right,right,1
26,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o1_b2_c1_n1,1,2,1,1,5.2147621848631385,right,right,1
27,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o2_b3_c3_n1,2,3,3,1,5.502560419970178,right,right,1
28,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o2_b2_c3_n2,2,2,3,2,3.880389784747604,left,left,1
29,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o2_b2_c2_n1,2,2,2,1,2.9331006572945624,right,right,1
30,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o1_b2_c2_n1,1,2,2,1,2.6745040773901563,right,right,1
31,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o1_b2_c1_n3,1,2,1,3,3.3157372561112424,left,left,1
32,2021_Oct_29_1004,015,24,male,Dansk,stimulus_o2_b1_c1_n3,2,1,1,3,3.2213251372872036,right,right,1
