,TimeStamp,ID,Age,Gender,Language,Stimulus,Orientation,BlankSpace,Complexity,Noise,Reaction_time,Screenshot_name
0,2021_Oct_27_1323,007,25,male,Polish,stimulus_o1_b3_c2_n1,1,3,2,1,58.500101099998574,screenshots/screenshot_stimulus_o1_b3_c2_n1_007_2021_Oct_27_1323.png
1,2021_Oct_27_1323,007,25,male,Polish,stimulus_o2_b3_c1_n1,2,3,1,1,24.368937299997924,screenshots/screenshot_stimulus_o2_b3_c1_n1_007_2021_Oct_27_1323.png
2,2021_Oct_27_1323,007,25,male,Polish,stimulus_o1_b3_c1_n3,1,3,1,3,51.050273599998036,screenshots/screenshot_stimulus_o1_b3_c1_n3_007_2021_Oct_27_1323.png
3,2021_Oct_27_1323,007,25,male,Polish,stimulus_o1_b2_c3_n2,1,2,3,2,142.23575730000084,screenshots/screenshot_stimulus_o1_b2_c3_n2_007_2021_Oct_27_1323.png
4,2021_Oct_27_1323,007,25,male,Polish,stimulus_o2_b1_c1_n2,2,1,1,2,51.73945449999883,screenshots/screenshot_stimulus_o2_b1_c1_n2_007_2021_Oct_27_1323.png
5,2021_Oct_27_1323,007,25,male,Polish,stimulus_o1_b2_c1_n2,1,2,1,2,16.671620200002508,screenshots/screenshot_stimulus_o1_b2_c1_n2_007_2021_Oct_27_1323.png
6,2021_Oct_27_1323,007,25,male,Polish,stimulus_o1_b3_c1_n1,1,3,1,1,49.02031359999819,screenshots/screenshot_stimulus_o1_b3_c1_n1_007_2021_Oct_27_1323.png
7,2021_Oct_27_1323,007,25,male,Polish,stimulus_o1_b1_c3_n2,1,1,3,2,110.93609320000178,screenshots/screenshot_stimulus_o1_b1_c3_n2_007_2021_Oct_27_1323.png
8,2021_Oct_27_1323,007,25,male,Polish,stimulus_o2_b1_c2_n1,2,1,2,1,66.22108579999986,screenshots/screenshot_stimulus_o2_b1_c2_n1_007_2021_Oct_27_1323.png
9,2021_Oct_27_1323,007,25,male,Polish,stimulus_o2_b1_c3_n1,2,1,3,1,126.76368249999723,screenshots/screenshot_stimulus_o2_b1_c3_n1_007_2021_Oct_27_1323.png
10,2021_Oct_27_1323,007,25,male,Polish,stimulus_o2_b2_c2_n1,2,2,2,1,39.03385499999786,screenshots/screenshot_stimulus_o2_b2_c2_n1_007_2021_Oct_27_1323.png
11,2021_Oct_27_1323,007,25,male,Polish,stimulus_o1_b1_c1_n3,1,1,1,3,22.781529700001556,screenshots/screenshot_stimulus_o1_b1_c1_n3_007_2021_Oct_27_1323.png
12,2021_Oct_27_1323,007,25,male,Polish,stimulus_o2_b2_c1_n1,2,2,1,1,18.320419800002128,screenshots/screenshot_stimulus_o2_b2_c1_n1_007_2021_Oct_27_1323.png
13,2021_Oct_27_1323,007,25,male,Polish,stimulus_o1_b3_c2_n3,1,3,2,3,38.057106700001896,screenshots/screenshot_stimulus_o1_b3_c2_n3_007_2021_Oct_27_1323.png
14,2021_Oct_27_1323,007,25,male,Polish,stimulus_o1_b3_c3_n3,1,3,3,3,103.84484280000106,screenshots/screenshot_stimulus_o1_b3_c3_n3_007_2021_Oct_27_1323.png
