,TimeStamp,ID,Age,Gender,Language,Stimulus,Orientation,BlankSpace,Complexity,Noise,Reaction_time,Screenshot_name
0,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o2_b1_c2_n1,2,1,2,1,27.822113799999897,screenshots/screenshot_stimulus_o2_b1_c2_n1_041_2021_Nov_22_1034.png
1,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o1_b2_c1_n1,1,2,1,1,29.059356100000514,screenshots/screenshot_stimulus_o1_b2_c1_n1_041_2021_Nov_22_1034.png
2,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o1_b3_c3_n3,1,3,3,3,86.84626000000026,screenshots/screenshot_stimulus_o1_b3_c3_n3_041_2021_Nov_22_1034.png
3,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o2_b3_c1_n1,2,3,1,1,23.11382120000053,screenshots/screenshot_stimulus_o2_b3_c1_n1_041_2021_Nov_22_1034.png
4,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o2_b3_c2_n3,2,3,2,3,52.798391000000265,screenshots/screenshot_stimulus_o2_b3_c2_n3_041_2021_Nov_22_1034.png
5,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o1_b3_c2_n1,1,3,2,1,49.15159399999993,screenshots/screenshot_stimulus_o1_b3_c2_n1_041_2021_Nov_22_1034.png
6,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o2_b1_c1_n1,2,1,1,1,14.11879929999941,screenshots/screenshot_stimulus_o2_b1_c1_n1_041_2021_Nov_22_1034.png
7,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o2_b3_c1_n3,2,3,1,3,40.37910060000013,screenshots/screenshot_stimulus_o2_b3_c1_n3_041_2021_Nov_22_1034.png
8,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o2_b2_c3_n2,2,2,3,2,53.55942790000063,screenshots/screenshot_stimulus_o2_b2_c3_n2_041_2021_Nov_22_1034.png
9,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o2_b2_c3_n3,2,2,3,3,44.65802350000013,screenshots/screenshot_stimulus_o2_b2_c3_n3_041_2021_Nov_22_1034.png
10,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o1_b2_c1_n2,1,2,1,2,34.536445799999456,screenshots/screenshot_stimulus_o1_b2_c1_n2_041_2021_Nov_22_1034.png
11,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o1_b3_c1_n1,1,3,1,1,16.787862300000597,screenshots/screenshot_stimulus_o1_b3_c1_n1_041_2021_Nov_22_1034.png
12,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o2_b2_c1_n3,2,2,1,3,45.403783799999474,screenshots/screenshot_stimulus_o2_b2_c1_n3_041_2021_Nov_22_1034.png
13,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o1_b1_c2_n3,1,1,2,3,33.47465209999973,screenshots/screenshot_stimulus_o1_b1_c2_n3_041_2021_Nov_22_1034.png
14,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o2_b1_c3_n2,2,1,3,2,41.79302499999994,screenshots/screenshot_stimulus_o2_b1_c3_n2_041_2021_Nov_22_1034.png
15,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o2_b1_c3_n3,2,1,3,3,50.676327899999706,screenshots/screenshot_stimulus_o2_b1_c3_n3_041_2021_Nov_22_1034.png
16,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o1_b3_c1_n2,1,3,1,2,13.796766899999966,screenshots/screenshot_stimulus_o1_b3_c1_n2_041_2021_Nov_22_1034.png
17,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o1_b3_c2_n2,1,3,2,2,23.302607700000408,screenshots/screenshot_stimulus_o1_b3_c2_n2_041_2021_Nov_22_1034.png
18,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o1_b2_c2_n3,1,2,2,3,34.16441880000002,screenshots/screenshot_stimulus_o1_b2_c2_n3_041_2021_Nov_22_1034.png
19,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o1_b2_c2_n2,1,2,2,2,20.926816700000018,screenshots/screenshot_stimulus_o1_b2_c2_n2_041_2021_Nov_22_1034.png
20,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o1_b3_c2_n3,1,3,2,3,26.46996659999968,screenshots/screenshot_stimulus_o1_b3_c2_n3_041_2021_Nov_22_1034.png
21,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o2_b2_c1_n1,2,2,1,1,10.954284799999186,screenshots/screenshot_stimulus_o2_b2_c1_n1_041_2021_Nov_22_1034.png
22,2021_Nov_22_1034,041,37,female,Portuguese,stimulus_o1_b2_c3_n3,1,2,3,3,82.09584949999953,screenshots/screenshot_stimulus_o1_b2_c3_n3_041_2021_Nov_22_1034.png
