,TimeStamp,ID,Age,Gender,Language,Stimulus,Orientation,BlankSpace,Complexity,Noise,Reaction_time,Screenshot_name
0,2021_Oct_28_1845,011,29,female,danish,stimulus_o2_b2_c3_n2,2,2,3,2,59.856367899999896,screenshots/screenshot_stimulus_o2_b2_c3_n2_011_2021_Oct_28_1845.png
1,2021_Oct_28_1845,011,29,female,danish,stimulus_o1_b1_c2_n1,1,1,2,1,32.786166899999444,screenshots/screenshot_stimulus_o1_b1_c2_n1_011_2021_Oct_28_1845.png
2,2021_Oct_28_1845,011,29,female,danish,stimulus_o2_b2_c1_n1,2,2,1,1,60.092518100000234,screenshots/screenshot_stimulus_o2_b2_c1_n1_011_2021_Oct_28_1845.png
3,2021_Oct_28_1845,011,29,female,danish,stimulus_o1_b1_c2_n3,1,1,2,3,39.90818319999926,screenshots/screenshot_stimulus_o1_b1_c2_n3_011_2021_Oct_28_1845.png
4,2021_Oct_28_1845,011,29,female,danish,stimulus_o1_b1_c3_n3,1,1,3,3,54.508363900000404,screenshots/screenshot_stimulus_o1_b1_c3_n3_011_2021_Oct_28_1845.png
5,2021_Oct_28_1845,011,29,female,danish,stimulus_o2_b3_c2_n2,2,3,2,2,33.416296299999885,screenshots/screenshot_stimulus_o2_b3_c2_n2_011_2021_Oct_28_1845.png
6,2021_Oct_28_1845,011,29,female,danish,stimulus_o2_b2_c2_n2,2,2,2,2,44.065308499999446,screenshots/screenshot_stimulus_o2_b2_c2_n2_011_2021_Oct_28_1845.png
7,2021_Oct_28_1845,011,29,female,danish,stimulus_o1_b2_c1_n3,1,2,1,3,60.751309299999775,screenshots/screenshot_stimulus_o1_b2_c1_n3_011_2021_Oct_28_1845.png
8,2021_Oct_28_1845,011,29,female,danish,stimulus_o2_b3_c3_n2,2,3,3,2,58.180441900000005,screenshots/screenshot_stimulus_o2_b3_c3_n2_011_2021_Oct_28_1845.png
9,2021_Oct_28_1845,011,29,female,danish,stimulus_o1_b3_c1_n3,1,3,1,3,25.674480299998322,screenshots/screenshot_stimulus_o1_b3_c1_n3_011_2021_Oct_28_1845.png
10,2021_Oct_28_1845,011,29,female,danish,stimulus_o2_b2_c2_n3,2,2,2,3,59.815505999999004,screenshots/screenshot_stimulus_o2_b2_c2_n3_011_2021_Oct_28_1845.png
11,2021_Oct_28_1845,011,29,female,danish,stimulus_o2_b3_c3_n1,2,3,3,1,63.482725500000015,screenshots/screenshot_stimulus_o2_b3_c3_n1_011_2021_Oct_28_1845.png
12,2021_Oct_28_1845,011,29,female,danish,stimulus_o1_b3_c1_n2,1,3,1,2,12.680322400001387,screenshots/screenshot_stimulus_o1_b3_c1_n2_011_2021_Oct_28_1845.png
13,2021_Oct_28_1845,011,29,female,danish,stimulus_o2_b2_c1_n2,2,2,1,2,25.551700699999856,screenshots/screenshot_stimulus_o2_b2_c1_n2_011_2021_Oct_28_1845.png
14,2021_Oct_28_1845,011,29,female,danish,stimulus_o2_b1_c2_n2,2,1,2,2,24.329557799999748,screenshots/screenshot_stimulus_o2_b1_c2_n2_011_2021_Oct_28_1845.png
15,2021_Oct_28_1845,011,29,female,danish,stimulus_o2_b1_c3_n3,2,1,3,3,36.877046899999186,screenshots/screenshot_stimulus_o2_b1_c3_n3_011_2021_Oct_28_1845.png
16,2021_Oct_28_1845,011,29,female,danish,stimulus_o2_b2_c1_n3,2,2,1,3,19.19187899999997,screenshots/screenshot_stimulus_o2_b2_c1_n3_011_2021_Oct_28_1845.png
17,2021_Oct_28_1845,011,29,female,danish,stimulus_o2_b1_c3_n1,2,1,3,1,33.10912030000145,screenshots/screenshot_stimulus_o2_b1_c3_n1_011_2021_Oct_28_1845.png
18,2021_Oct_28_1845,011,29,female,danish,stimulus_o2_b1_c1_n1,2,1,1,1,9.658493400000225,screenshots/screenshot_stimulus_o2_b1_c1_n1_011_2021_Oct_28_1845.png
19,2021_Oct_28_1845,011,29,female,danish,stimulus_o2_b3_c2_n1,2,3,2,1,33.98918529999901,screenshots/screenshot_stimulus_o2_b3_c2_n1_011_2021_Oct_28_1845.png
20,2021_Oct_28_1845,011,29,female,danish,stimulus_o2_b3_c1_n1,2,3,1,1,20.126425299999028,screenshots/screenshot_stimulus_o2_b3_c1_n1_011_2021_Oct_28_1845.png
