,TimeStamp,ID,Age,Gender,Language,Stimulus,Orientation,BlankSpace,Complexity,Noise,Reaction_time,Screenshot_name
0,2021_Oct_29_0829,013,24,female,Danish,stimulus_o1_b2_c1_n1,1,2,1,1,12.698002799999813,screenshots/screenshot_stimulus_o1_b2_c1_n1_013_2021_Oct_29_0829.png
1,2021_Oct_29_0829,013,24,female,Danish,stimulus_o2_b2_c3_n1,2,2,3,1,50.64086750000024,screenshots/screenshot_stimulus_o2_b2_c3_n1_013_2021_Oct_29_0829.png
2,2021_Oct_29_0829,013,24,female,Danish,stimulus_o1_b1_c1_n3,1,1,1,3,33.833803600000465,screenshots/screenshot_stimulus_o1_b1_c1_n3_013_2021_Oct_29_0829.png
3,2021_Oct_29_0829,013,24,female,Danish,stimulus_o2_b2_c1_n1,2,2,1,1,17.873235600000044,screenshots/screenshot_stimulus_o2_b2_c1_n1_013_2021_Oct_29_0829.png
4,2021_Oct_29_0829,013,24,female,Danish,stimulus_o1_b2_c2_n2,1,2,2,2,83.60512400000061,screenshots/screenshot_stimulus_o1_b2_c2_n2_013_2021_Oct_29_0829.png
5,2021_Oct_29_0829,013,24,female,Danish,stimulus_o2_b3_c3_n2,2,3,3,2,66.56530449999991,screenshots/screenshot_stimulus_o2_b3_c3_n2_013_2021_Oct_29_0829.png
6,2021_Oct_29_0829,013,24,female,Danish,stimulus_o2_b2_c2_n1,2,2,2,1,48.7007536000001,screenshots/screenshot_stimulus_o2_b2_c2_n1_013_2021_Oct_29_0829.png
7,2021_Oct_29_0829,013,24,female,Danish,stimulus_o2_b3_c1_n2,2,3,1,2,8.965466900000138,screenshots/screenshot_stimulus_o2_b3_c1_n2_013_2021_Oct_29_0829.png
8,2021_Oct_29_0829,013,24,female,Danish,stimulus_o2_b2_c3_n2,2,2,3,2,44.764121899999736,screenshots/screenshot_stimulus_o2_b2_c3_n2_013_2021_Oct_29_0829.png
9,2021_Oct_29_0829,013,24,female,Danish,stimulus_o1_b3_c3_n2,1,3,3,2,30.413599299999987,screenshots/screenshot_stimulus_o1_b3_c3_n2_013_2021_Oct_29_0829.png
10,2021_Oct_29_0829,013,24,female,Danish,stimulus_o2_b2_c2_n2,2,2,2,2,32.02543549999973,screenshots/screenshot_stimulus_o2_b2_c2_n2_013_2021_Oct_29_0829.png
11,2021_Oct_29_0829,013,24,female,Danish,stimulus_o2_b2_c3_n3,2,2,3,3,38.09174580000035,screenshots/screenshot_stimulus_o2_b2_c3_n3_013_2021_Oct_29_0829.png
12,2021_Oct_29_0829,013,24,female,Danish,stimulus_o1_b1_c3_n3,1,1,3,3,50.2139631,screenshots/screenshot_stimulus_o1_b1_c3_n3_013_2021_Oct_29_0829.png
13,2021_Oct_29_0829,013,24,female,Danish,stimulus_o1_b1_c3_n1,1,1,3,1,26.96881250000024,screenshots/screenshot_stimulus_o1_b1_c3_n1_013_2021_Oct_29_0829.png
14,2021_Oct_29_0829,013,24,female,Danish,stimulus_o2_b1_c2_n2,2,1,2,2,24.89683420000074,screenshots/screenshot_stimulus_o2_b1_c2_n2_013_2021_Oct_29_0829.png
15,2021_Oct_29_0829,013,24,female,Danish,stimulus_o2_b1_c2_n3,2,1,2,3,17.661200999999892,screenshots/screenshot_stimulus_o2_b1_c2_n3_013_2021_Oct_29_0829.png
16,2021_Oct_29_0829,013,24,female,Danish,stimulus_o2_b1_c1_n2,2,1,1,2,19.361121599999933,screenshots/screenshot_stimulus_o2_b1_c1_n2_013_2021_Oct_29_0829.png
17,2021_Oct_29_0829,013,24,female,Danish,stimulus_o2_b3_c2_n1,2,3,2,1,21.49534230000063,screenshots/screenshot_stimulus_o2_b3_c2_n1_013_2021_Oct_29_0829.png
18,2021_Oct_29_0829,013,24,female,Danish,stimulus_o1_b3_c2_n1,1,3,2,1,21.214803900000334,screenshots/screenshot_stimulus_o1_b3_c2_n1_013_2021_Oct_29_0829.png
19,2021_Oct_29_0829,013,24,female,Danish,stimulus_o2_b3_c2_n3,2,3,2,3,25.074176400000397,screenshots/screenshot_stimulus_o2_b3_c2_n3_013_2021_Oct_29_0829.png
20,2021_Oct_29_0829,013,24,female,Danish,stimulus_o1_b2_c3_n2,1,2,3,2,29.88721859999987,screenshots/screenshot_stimulus_o1_b2_c3_n2_013_2021_Oct_29_0829.png
21,2021_Oct_29_0829,013,24,female,Danish,stimulus_o1_b2_c1_n3,1,2,1,3,22.896102599999722,screenshots/screenshot_stimulus_o1_b2_c1_n3_013_2021_Oct_29_0829.png
22,2021_Oct_29_0829,013,24,female,Danish,stimulus_o1_b1_c2_n3,1,1,2,3,32.01474809999945,screenshots/screenshot_stimulus_o1_b1_c2_n3_013_2021_Oct_29_0829.png
23,2021_Oct_29_0829,013,24,female,Danish,stimulus_o2_b2_c1_n2,2,2,1,2,9.224855499999649,screenshots/screenshot_stimulus_o2_b2_c1_n2_013_2021_Oct_29_0829.png
24,2021_Oct_29_0829,013,24,female,Danish,stimulus_o1_b3_c3_n1,1,3,3,1,19.309494400000403,screenshots/screenshot_stimulus_o1_b3_c3_n1_013_2021_Oct_29_0829.png
