,TimeStamp,ID,Age,Gender,Language,Stimulus,Orientation,BlankSpace,Complexity,Noise,Reaction_time,Screenshot_name
0,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o2_b1_c3_n2,2,1,3,2,100.35195419999991,screenshots/screenshot_stimulus_o2_b1_c3_n2_031_2021_Nov_08_0728.png
1,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o2_b1_c2_n2,2,1,2,2,42.51599710000028,screenshots/screenshot_stimulus_o2_b1_c2_n2_031_2021_Nov_08_0728.png
2,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o1_b2_c3_n3,1,2,3,3,84.39351659999966,screenshots/screenshot_stimulus_o1_b2_c3_n3_031_2021_Nov_08_0728.png
3,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o2_b1_c1_n3,2,1,1,3,11.761780600000293,screenshots/screenshot_stimulus_o2_b1_c1_n3_031_2021_Nov_08_0728.png
4,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o1_b3_c2_n1,1,3,2,1,23.342682800000148,screenshots/screenshot_stimulus_o1_b3_c2_n1_031_2021_Nov_08_0728.png
5,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o2_b3_c3_n2,2,3,3,2,54.29840540000032,screenshots/screenshot_stimulus_o2_b3_c3_n2_031_2021_Nov_08_0728.png
6,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o1_b3_c3_n3,1,3,3,3,40.97514530000035,screenshots/screenshot_stimulus_o1_b3_c3_n3_031_2021_Nov_08_0728.png
7,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o1_b1_c2_n2,1,1,2,2,31.427811399999882,screenshots/screenshot_stimulus_o1_b1_c2_n2_031_2021_Nov_08_0728.png
8,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o1_b1_c1_n2,1,1,1,2,11.8698602999998,screenshots/screenshot_stimulus_o1_b1_c1_n2_031_2021_Nov_08_0728.png
9,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o1_b1_c2_n3,1,1,2,3,19.822021999999833,screenshots/screenshot_stimulus_o1_b1_c2_n3_031_2021_Nov_08_0728.png
10,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o2_b1_c3_n1,2,1,3,1,47.76943560000018,screenshots/screenshot_stimulus_o2_b1_c3_n1_031_2021_Nov_08_0728.png
11,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o1_b3_c1_n1,1,3,1,1,12.568304300000364,screenshots/screenshot_stimulus_o1_b3_c1_n1_031_2021_Nov_08_0728.png
12,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o2_b1_c3_n3,2,1,3,3,64.58854990000009,screenshots/screenshot_stimulus_o2_b1_c3_n3_031_2021_Nov_08_0728.png
13,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o1_b1_c1_n3,1,1,1,3,11.005067999999937,screenshots/screenshot_stimulus_o1_b1_c1_n3_031_2021_Nov_08_0728.png
14,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o2_b3_c3_n3,2,3,3,3,43.79343609999978,screenshots/screenshot_stimulus_o2_b3_c3_n3_031_2021_Nov_08_0728.png
15,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o1_b1_c1_n1,1,1,1,1,7.538298299999951,screenshots/screenshot_stimulus_o1_b1_c1_n1_031_2021_Nov_08_0728.png
16,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o1_b2_c3_n1,1,2,3,1,22.290700300000026,screenshots/screenshot_stimulus_o1_b2_c3_n1_031_2021_Nov_08_0728.png
17,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o1_b2_c3_n2,1,2,3,2,25.801423500000055,screenshots/screenshot_stimulus_o1_b2_c3_n2_031_2021_Nov_08_0728.png
18,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o1_b3_c2_n2,1,3,2,2,15.985059999999976,screenshots/screenshot_stimulus_o1_b3_c2_n2_031_2021_Nov_08_0728.png
19,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o2_b1_c1_n1,2,1,1,1,8.145679499999915,screenshots/screenshot_stimulus_o2_b1_c1_n1_031_2021_Nov_08_0728.png
20,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o1_b3_c1_n3,1,3,1,3,12.94566500000019,screenshots/screenshot_stimulus_o1_b3_c1_n3_031_2021_Nov_08_0728.png
21,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o2_b2_c3_n1,2,2,3,1,25.02991239999983,screenshots/screenshot_stimulus_o2_b2_c3_n1_031_2021_Nov_08_0728.png
22,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o2_b2_c1_n3,2,2,1,3,19.677135800000087,screenshots/screenshot_stimulus_o2_b2_c1_n3_031_2021_Nov_08_0728.png
23,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o1_b3_c3_n1,1,3,3,1,22.7746245000003,screenshots/screenshot_stimulus_o1_b3_c3_n1_031_2021_Nov_08_0728.png
24,2021_Nov_08_0728,031,23,male,Spanish,stimulus_o1_b2_c2_n1,1,2,2,1,17.9221763999999,screenshots/screenshot_stimulus_o1_b2_c2_n1_031_2021_Nov_08_0728.png
