,TimeStamp,ID,Age,Gender,Language,Stimulus,Orientation,BlankSpace,Complexity,Noise,Reaction_time,Screenshot_name
0,2021_Nov_02_1621,030,26,male,Greek,stimulus_o1_b2_c2_n1,1,2,2,1,31.960895899996103,screenshots/screenshot_stimulus_o1_b2_c2_n1_030_2021_Nov_02_1621.png
1,2021_Nov_02_1621,030,26,male,Greek,stimulus_o1_b3_c3_n2,1,3,3,2,128.93256370000017,screenshots/screenshot_stimulus_o1_b3_c3_n2_030_2021_Nov_02_1621.png
2,2021_Nov_02_1621,030,26,male,Greek,stimulus_o2_b1_c1_n3,2,1,1,3,31.642998800001806,screenshots/screenshot_stimulus_o2_b1_c1_n3_030_2021_Nov_02_1621.png
3,2021_Nov_02_1621,030,26,male,Greek,stimulus_o2_b1_c2_n3,2,1,2,3,53.27626579999924,screenshots/screenshot_stimulus_o2_b1_c2_n3_030_2021_Nov_02_1621.png
4,2021_Nov_02_1621,030,26,male,Greek,stimulus_o2_b1_c3_n1,2,1,3,1,49.46643210000184,screenshots/screenshot_stimulus_o2_b1_c3_n1_030_2021_Nov_02_1621.png
5,2021_Nov_02_1621,030,26,male,Greek,stimulus_o1_b2_c1_n3,1,2,1,3,18.81254070000432,screenshots/screenshot_stimulus_o1_b2_c1_n3_030_2021_Nov_02_1621.png
6,2021_Nov_02_1621,030,26,male,Greek,stimulus_o2_b3_c3_n2,2,3,3,2,24.762088999996195,screenshots/screenshot_stimulus_o2_b3_c3_n2_030_2021_Nov_02_1621.png
7,2021_Nov_02_1621,030,26,male,Greek,stimulus_o2_b2_c3_n3,2,2,3,3,47.86857040000177,screenshots/screenshot_stimulus_o2_b2_c3_n3_030_2021_Nov_02_1621.png
8,2021_Nov_02_1621,030,26,male,Greek,stimulus_o1_b2_c3_n2,1,2,3,2,22.632012900001428,screenshots/screenshot_stimulus_o1_b2_c3_n2_030_2021_Nov_02_1621.png
9,2021_Nov_02_1621,030,26,male,Greek,stimulus_o1_b1_c3_n2,1,1,3,2,41.872957500003395,screenshots/screenshot_stimulus_o1_b1_c3_n2_030_2021_Nov_02_1621.png
10,2021_Nov_02_1621,030,26,male,Greek,stimulus_o1_b3_c2_n2,1,3,2,2,29.792915500001982,screenshots/screenshot_stimulus_o1_b3_c2_n2_030_2021_Nov_02_1621.png
11,2021_Nov_02_1621,030,26,male,Greek,stimulus_o1_b3_c1_n2,1,3,1,2,21.525787200000195,screenshots/screenshot_stimulus_o1_b3_c1_n2_030_2021_Nov_02_1621.png
12,2021_Nov_02_1621,030,26,male,Greek,stimulus_o1_b2_c2_n2,1,2,2,2,94.44371069999761,screenshots/screenshot_stimulus_o1_b2_c2_n2_030_2021_Nov_02_1621.png
13,2021_Nov_02_1621,030,26,male,Greek,stimulus_o2_b3_c3_n1,2,3,3,1,25.921497199997248,screenshots/screenshot_stimulus_o2_b3_c3_n1_030_2021_Nov_02_1621.png
14,2021_Nov_02_1621,030,26,male,Greek,stimulus_o2_b3_c3_n3,2,3,3,3,21.268247599997267,screenshots/screenshot_stimulus_o2_b3_c3_n3_030_2021_Nov_02_1621.png
15,2021_Nov_02_1621,030,26,male,Greek,stimulus_o2_b3_c1_n3,2,3,1,3,16.39713930000289,screenshots/screenshot_stimulus_o2_b3_c1_n3_030_2021_Nov_02_1621.png
16,2021_Nov_02_1621,030,26,male,Greek,stimulus_o2_b1_c2_n1,2,1,2,1,28.388729599995713,screenshots/screenshot_stimulus_o2_b1_c2_n1_030_2021_Nov_02_1621.png
17,2021_Nov_02_1621,030,26,male,Greek,stimulus_o1_b1_c2_n3,1,1,2,3,16.05870409999625,screenshots/screenshot_stimulus_o1_b1_c2_n3_030_2021_Nov_02_1621.png
18,2021_Nov_02_1621,030,26,male,Greek,stimulus_o2_b1_c3_n2,2,1,3,2,24.279276900000696,screenshots/screenshot_stimulus_o2_b1_c3_n2_030_2021_Nov_02_1621.png
19,2021_Nov_02_1621,030,26,male,Greek,stimulus_o2_b2_c1_n2,2,2,1,2,15.5809012000027,screenshots/screenshot_stimulus_o2_b2_c1_n2_030_2021_Nov_02_1621.png
20,2021_Nov_02_1621,030,26,male,Greek,stimulus_o1_b1_c3_n1,1,1,3,1,100.46989490000124,screenshots/screenshot_stimulus_o1_b1_c3_n1_030_2021_Nov_02_1621.png
