,TimeStamp,ID,Age,Gender,Language,Stimulus,Orientation,BlankSpace,Complexity,Noise,Reaction_time,Screenshot_name
0,2021_Nov_02_1426,028,25,female,English,stimulus_o2_b1_c2_n2,2,1,2,2,98.48061950000192,screenshots/screenshot_stimulus_o2_b1_c2_n2_028_2021_Nov_02_1426.png
1,2021_Nov_02_1426,028,25,female,English,stimulus_o1_b3_c3_n1,1,3,3,1,39.08092800000304,screenshots/screenshot_stimulus_o1_b3_c3_n1_028_2021_Nov_02_1426.png
2,2021_Nov_02_1426,028,25,female,English,stimulus_o2_b2_c3_n3,2,2,3,3,92.27474880000227,screenshots/screenshot_stimulus_o2_b2_c3_n3_028_2021_Nov_02_1426.png
3,2021_Nov_02_1426,028,25,female,English,stimulus_o1_b2_c3_n1,1,2,3,1,68.92954730000201,screenshots/screenshot_stimulus_o1_b2_c3_n1_028_2021_Nov_02_1426.png
4,2021_Nov_02_1426,028,25,female,English,stimulus_o1_b3_c2_n2,1,3,2,2,63.64848490000077,screenshots/screenshot_stimulus_o1_b3_c2_n2_028_2021_Nov_02_1426.png
5,2021_Nov_02_1426,028,25,female,English,stimulus_o1_b2_c1_n3,1,2,1,3,25.89500869999756,screenshots/screenshot_stimulus_o1_b2_c1_n3_028_2021_Nov_02_1426.png
6,2021_Nov_02_1426,028,25,female,English,stimulus_o1_b2_c1_n1,1,2,1,1,28.11516759999722,screenshots/screenshot_stimulus_o1_b2_c1_n1_028_2021_Nov_02_1426.png
7,2021_Nov_02_1426,028,25,female,English,stimulus_o1_b2_c1_n2,1,2,1,2,45.748293900000135,screenshots/screenshot_stimulus_o1_b2_c1_n2_028_2021_Nov_02_1426.png
8,2021_Nov_02_1426,028,25,female,English,stimulus_o1_b1_c1_n1,1,1,1,1,32.837355699997715,screenshots/screenshot_stimulus_o1_b1_c1_n1_028_2021_Nov_02_1426.png
9,2021_Nov_02_1426,028,25,female,English,stimulus_o2_b3_c1_n3,2,3,1,3,42.88566429999992,screenshots/screenshot_stimulus_o2_b3_c1_n3_028_2021_Nov_02_1426.png
10,2021_Nov_02_1426,028,25,female,English,stimulus_o1_b1_c2_n1,1,1,2,1,48.308038600000145,screenshots/screenshot_stimulus_o1_b1_c2_n1_028_2021_Nov_02_1426.png
11,2021_Nov_02_1426,028,25,female,English,stimulus_o2_b1_c1_n1,2,1,1,1,30.41323740000007,screenshots/screenshot_stimulus_o2_b1_c1_n1_028_2021_Nov_02_1426.png
12,2021_Nov_02_1426,028,25,female,English,stimulus_o1_b3_c2_n1,1,3,2,1,26.000132799999847,screenshots/screenshot_stimulus_o1_b3_c2_n1_028_2021_Nov_02_1426.png
13,2021_Nov_02_1426,028,25,female,English,stimulus_o2_b3_c2_n1,2,3,2,1,41.82426029999988,screenshots/screenshot_stimulus_o2_b3_c2_n1_028_2021_Nov_02_1426.png
14,2021_Nov_02_1426,028,25,female,English,stimulus_o2_b1_c1_n2,2,1,1,2,17.62561529999948,screenshots/screenshot_stimulus_o2_b1_c1_n2_028_2021_Nov_02_1426.png
15,2021_Nov_02_1426,028,25,female,English,stimulus_o1_b2_c2_n1,1,2,2,1,40.18285690000266,screenshots/screenshot_stimulus_o1_b2_c2_n1_028_2021_Nov_02_1426.png
16,2021_Nov_02_1426,028,25,female,English,stimulus_o1_b3_c1_n2,1,3,1,2,20.843440399999963,screenshots/screenshot_stimulus_o1_b3_c1_n2_028_2021_Nov_02_1426.png
17,2021_Nov_02_1426,028,25,female,English,stimulus_o2_b2_c2_n2,2,2,2,2,39.373947000000044,screenshots/screenshot_stimulus_o2_b2_c2_n2_028_2021_Nov_02_1426.png
18,2021_Nov_02_1426,028,25,female,English,stimulus_o1_b2_c3_n2,1,2,3,2,47.06797490000099,screenshots/screenshot_stimulus_o1_b2_c3_n2_028_2021_Nov_02_1426.png
