,TimeStamp,ID,Age,Gender,Language,Stimulus,Orientation,BlankSpace,Complexity,Noise,Reaction_time,Screenshot_name
0,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o1_b1_c1_n1,1,1,1,1,18.93535129999873,screenshots/screenshot_stimulus_o1_b1_c1_n1_015_2021_Oct_29_1031.png
1,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o2_b1_c2_n1,2,1,2,1,31.695483199999217,screenshots/screenshot_stimulus_o2_b1_c2_n1_015_2021_Oct_29_1031.png
2,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o2_b3_c3_n3,2,3,3,3,66.1426664999999,screenshots/screenshot_stimulus_o2_b3_c3_n3_015_2021_Oct_29_1031.png
3,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o1_b3_c2_n3,1,3,2,3,62.983918600000834,screenshots/screenshot_stimulus_o1_b3_c2_n3_015_2021_Oct_29_1031.png
4,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o2_b1_c3_n1,2,1,3,1,60.99318090000088,screenshots/screenshot_stimulus_o2_b1_c3_n1_015_2021_Oct_29_1031.png
5,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o2_b2_c2_n2,2,2,2,2,18.708837800000765,screenshots/screenshot_stimulus_o2_b2_c2_n2_015_2021_Oct_29_1031.png
6,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o1_b3_c3_n3,1,3,3,3,35.101724099999046,screenshots/screenshot_stimulus_o1_b3_c3_n3_015_2021_Oct_29_1031.png
7,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o1_b2_c1_n2,1,2,1,2,17.1061224999994,screenshots/screenshot_stimulus_o1_b2_c1_n2_015_2021_Oct_29_1031.png
8,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o1_b2_c3_n1,1,2,3,1,30.396449500000017,screenshots/screenshot_stimulus_o1_b2_c3_n1_015_2021_Oct_29_1031.png
9,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o1_b2_c2_n1,1,2,2,1,21.23274280000078,screenshots/screenshot_stimulus_o1_b2_c2_n1_015_2021_Oct_29_1031.png
10,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o2_b2_c3_n3,2,2,3,3,30.33891330000006,screenshots/screenshot_stimulus_o2_b2_c3_n3_015_2021_Oct_29_1031.png
11,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o2_b3_c2_n1,2,3,2,1,18.98599800000011,screenshots/screenshot_stimulus_o2_b3_c2_n1_015_2021_Oct_29_1031.png
12,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o1_b3_c2_n1,1,3,2,1,35.54427150000083,screenshots/screenshot_stimulus_o1_b3_c2_n1_015_2021_Oct_29_1031.png
13,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o2_b2_c3_n1,2,2,3,1,34.28265360000114,screenshots/screenshot_stimulus_o2_b2_c3_n1_015_2021_Oct_29_1031.png
14,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o1_b1_c3_n1,1,1,3,1,24.432415999999648,screenshots/screenshot_stimulus_o1_b1_c3_n1_015_2021_Oct_29_1031.png
15,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o2_b3_c2_n3,2,3,2,3,24.064545199998975,screenshots/screenshot_stimulus_o2_b3_c2_n3_015_2021_Oct_29_1031.png
16,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o1_b3_c1_n1,1,3,1,1,16.422977700000047,screenshots/screenshot_stimulus_o1_b3_c1_n1_015_2021_Oct_29_1031.png
17,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o1_b2_c1_n1,1,2,1,1,20.24538340000072,screenshots/screenshot_stimulus_o1_b2_c1_n1_015_2021_Oct_29_1031.png
18,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o2_b3_c1_n2,2,3,1,2,19.96824740000011,screenshots/screenshot_stimulus_o2_b3_c1_n2_015_2021_Oct_29_1031.png
19,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o1_b2_c2_n2,1,2,2,2,25.6294265000015,screenshots/screenshot_stimulus_o1_b2_c2_n2_015_2021_Oct_29_1031.png
20,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o1_b3_c3_n2,1,3,3,2,29.79655139999886,screenshots/screenshot_stimulus_o1_b3_c3_n2_015_2021_Oct_29_1031.png
21,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o1_b3_c1_n3,1,3,1,3,10.673333799999455,screenshots/screenshot_stimulus_o1_b3_c1_n3_015_2021_Oct_29_1031.png
22,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o2_b1_c1_n3,2,1,1,3,13.45062660000076,screenshots/screenshot_stimulus_o2_b1_c1_n3_015_2021_Oct_29_1031.png
23,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o2_b1_c1_n1,2,1,1,1,10.594726200000878,screenshots/screenshot_stimulus_o2_b1_c1_n1_015_2021_Oct_29_1031.png
24,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o2_b2_c2_n3,2,2,2,3,15.726547500000379,screenshots/screenshot_stimulus_o2_b2_c2_n3_015_2021_Oct_29_1031.png
25,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o1_b2_c1_n3,1,2,1,3,14.217431000000943,screenshots/screenshot_stimulus_o1_b2_c1_n3_015_2021_Oct_29_1031.png
26,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o1_b1_c3_n2,1,1,3,2,35.96221119999973,screenshots/screenshot_stimulus_o1_b1_c3_n2_015_2021_Oct_29_1031.png
27,2021_Oct_29_1031,015,24,male,Dansk,stimulus_o2_b2_c1_n3,2,2,1,3,16.883176400000593,screenshots/screenshot_stimulus_o2_b2_c1_n3_015_2021_Oct_29_1031.png
